station_name,station_id,real_time,active?,owner,owner_2,maintainer,project,latitude,longitude,elevation_ft,transmit_time,mesowest_link,station_type,hydrologic,weather,coastal,experimental_plot,seismometer,satellite,precipitation,temperature,data_provider,dew_point,wind,visability,sky_conditions,sea_level_pressure,wave_swell_height,altimeter_reading,snow_amount,heated,seasonal,reliable_forcsting,precip_reliable,temp_reliable,wind_reliable,dewpoint_reliable,additional_information,web_link,contact_person,contact_email,device_specific_details
"Experiment 1 (0-5 years), POW Overview E, ",456,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.70683,-132.55,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,StandID 586010076. Control and 80 TPA treatments have 1 fenced deer exclosure & 1 unfenced paired area. Number of 1/5-acre permanent plots still to be determined.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Gravelly Creek, Unit 1",483,Unknown,Inactive,U.S. Forest Service,,,Second Growth Management Project (SGMP),55.70686,-132.602,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Boundary approximate. Also contains 2 or 3 CSDS plots.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Point updated based on original field maps, TNF 2006 DOQQs, and current (vintage 20teens) SGMP sampling protocols."
"Thorne River, Installation 24, Plot 1900",331,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.70713,-132.602,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Gravelly Creek, Unit 1, ",330,Unknown,Active,U.S. Forest Service,,,Second Growth Management Project (SGMP),55.70741,-132.604,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,This plot can double as a CSDS control plot.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Thorne River, Installation 24, Plot 1890",329,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.70799,-132.603,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Thorne River, Installation 24, Plot 1910",328,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.70892,-132.607,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Salamander Lake, Installation 65, Plot 412",327,Unknown,Active,U.S. Forest Service,,,Pruning + PCT (Petruncio-JFSL),55.70899,-132.517,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PCT + pruned with 8' lift.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 7/9/2012.
"Salamander Lake, Installation 65, Plot 413",326,Unknown,Active,U.S. Forest Service,,,Pruning + PCT (Petruncio-JFSL),55.70916,-132.517,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PCT + pruned with 17' lift.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 7/9/2012.
"Salamander Lake, Installation 65, Plot 414",325,Unknown,Active,U.S. Forest Service,,,Pruning + PCT (Petruncio-JFSL),55.70943,-132.516,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"PCT + pruned with 12' lift. PDOP high, location approximate.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 7/9/2012.
"Salamander Lake, Installation 65, Plot 415",324,Unknown,Active,U.S. Forest Service,,,Pruning + PCT (Petruncio-JFSL),55.70978,-132.516,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,control unit,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 7/9/2012.
"Experiment 1 (0-5 years), POW Overview W, ",457,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.71134,-132.568,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,StandID 586010075. Control and 80 TPA treatments have 1 fenced deer exclosure & 1 unfenced paired area. Number of 1/5-acre permanent plots still to be determined.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Virgin Bay, Installation 108, Plot 3320",323,Unknown,Active,U.S. Forest Service,,,Taylor Even-Age Plot,55.71585,-131.688,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"PDOP high, Location approximate.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 7/8/2015.
"Virgin Bay, Installation 108, Plot 3330",322,Unknown,Active,U.S. Forest Service,,,Taylor Even-Age Plot,55.71676,-131.687,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 7/9/2015.
"Virgin Bay, Installation 108, Plot 3340",321,Unknown,Active,U.S. Forest Service,,,Taylor Even-Age Plot,55.71715,-131.686,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"PDOP high, Location approximate.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 7/11/2015.
"Virgin Bay, Installation 10, Plot 134",320,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.71924,-131.692,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Virgin Bay, Installation 10, Plot 135",319,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.71952,-131.693,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Virgin Bay, Installation 10, Plot 136",318,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.72003,-131.692,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Virgin Bay, Installation 10, Plot 137",317,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.72031,-131.693,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Experiment 4 (<35 years), POW Deer Creek, ",447,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.72329,-132.537,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 586010509. Four, 1/5-acre permanent plots each in the control, 23x23 PCT, & girdling treatments. Two plots in each slash treatment. No deer exclosures.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Experiment 4 (<35 years), POW Staney S, ",553,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.72632,-133.05,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 590010505. Four, 1/5-acre permanent plots each in the control, 23x23 PCT, & girdling treatments. Two plots in each slash treatment. No deer exclosures.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
Thorne Bay,THOA2,Yes,Active,U.S. Forest Service,,,Remote Automated Weather Station,55.7417,-132.7542,505,:54,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=THOA2&unit=0&time=LOCAL,Weather Station,Yes,Yes,No,No,No,No,Yes,Yes,National Weather Service,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Yes,Yes,Yes,Yes,"2.0m Temperature °F, 2.0m Dew Point ° F, 2.0m Wet bulb temperature ° F, 2.0m Relative Humidity %, 6.1m Wind Speed mph, 6.1m Wind Gust mph, 6.1m Wind Direction, Solar Radiation W/m*m, Precipitation accumulated in",https://www.weather.gov/wrh/timeseries?site=THOA2&hours=72,Unknown,Unknown,Unknown
"Experiment 4 (<35 years), POW Slide Creek, ",551,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.75336,-132.548,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 585010501. Four, 1/5-acre permanent plots each in the control, 23x23 PCT, & girdling treatments. Two plots in each slash treatment. No deer exclosures.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Experiment 2 (15-25 years), Revilla Burn, ",560,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.75558,-131.674,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 736030007. Five, 1/5-acre permanent plots are installed in each treatment unit. The control & 1:2 pruning treatments each have 1 fenced & 1 unfenced deer exclosure.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Staney, Tye, ",100,Unknown,Active,U.S. Forest Service,,,Watershed Restoration & Ecosystem Monitoring (WREM),55.76518,-133.043,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Site contains six, 40m x 5m silviculture strip plots plus 6 litter and insect traps. Alternate contact is Di Johnson, 586-8819 or David D'Amore, 586-7955.",Unknown,Rick Edwards,richard.t.edwards@usda.gov,Silviculture plot corner coord taken with Trimble ProXT & differentially corrected. Garmin GPS used for litter/insect traps. 100 ft buffer added around site.
"Warmchuck Inlet, Installation 9, Plot 130",316,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.77059,-133.494,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Warmchuck Inlet, Installation 9, Plot 132",315,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.77061,-133.493,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Warmchuck Inlet, Installation 9, Plot 131",314,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.77101,-133.494,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Warmchuck Inlet, Installation 9, Plot 133",313,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.77103,-133.492,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Staney, Calvin, ",99,Unknown,Active,U.S. Forest Service,,,Watershed Restoration & Ecosystem Monitoring (WREM),55.7723,-133.064,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Site contains twelve, 40m x 5m silviculture strip plots plus 6 litter and insect traps. Alternate contact is Di Johnson, 586-8819 or David D'Amore, 586-7955.",Unknown,Rick Edwards,richard.t.edwards@usda.gov,Silviculture plot corner coord taken with Trimble ProXT & differentially corrected. Garmin GPS used for litter/insect traps. 100 ft buffer added around site.
"Warmchuck, , ",312,Unknown,Inactive,U.S. Forest Service,,,Heceta Commercial Thinning,55.77418,-133.492,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Site contains 8 units with different thinning treatments. Co-op with TNF. Study was suspended in 2006. May be revised and activated in future.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Received shapefile from Craig RD. Originally built in ArcGIS from DXF files of the field traverses.
"Staney, Hydra, ",97,Unknown,Active,U.S. Forest Service,,,Watershed Restoration & Ecosystem Monitoring (WREM),55.77908,-133.065,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Site contains six, 40m x 5m silviculture strip plots plus 6 litter and insect traps. Alternate contact is Di Johnson, 586-8819 or David D'Amore, 586-7955.",Unknown,Rick Edwards,richard.t.edwards@usda.gov,Silviculture plot corner coord taken with Trimble ProXT & differentially corrected. Garmin GPS used for litter/insect traps. 100 ft buffer added around site.
"Crooked Hook, , ",308,Unknown,Inactive,U.S. Forest Service,,,Heceta Commercial Thinning,55.78184,-133.424,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Site contains 8 units with different thinning treatments. Co-op with TNF. Study was suspended in 2006. May be revised and activated in future.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Received shapefile from Craig RD. Originally built in ArcGIS from DXF files of the field traverses.
"N.E. Heceta, Installation 11, Plot 1380",311,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.78411,-133.429,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts"
"N.E. Heceta, Installation 11, Plot 1390",310,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.78442,-133.428,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts"
"N.E. Heceta, Installation 11, Plot 1400",309,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.78472,-133.427,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts"
"Shaheen, Unit 1, ",307,Unknown,Inactive,U.S. Forest Service,,,Second Growth Management Project (SGMP),55.78607,-133.209,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Contains 2 CSDS plots.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Shaheen, Unit 1, ",306,Unknown,Inactive,U.S. Forest Service,,,Second Growth Management Project (SGMP),55.7863,-133.21,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Contains 2 CSDS plots.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Shaheen, Unit 1, ",305,Unknown,Inactive,U.S. Forest Service,,,Second Growth Management Project (SGMP),55.7864,-133.209,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Contains 2 CSDS plots.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Experiment 3 (25-35 years), POW Thorne River, ",557,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.79101,-132.676,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 580020512. Five, 1/5-acre permanent plots are installed in each treatment unit. The control & 1:2 pruning treatments each have 1 fenced & 1 unfenced deer exclosure.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Shaheen, Unit 2, ",304,Unknown,Inactive,U.S. Forest Service,,,Second Growth Management Project (SGMP),55.79102,-133.205,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Border approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Shaheen, Unit 3, ",298,Unknown,Inactive,U.S. Forest Service,,,Second Growth Management Project (SGMP),55.79217,-133.192,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Border approximate. Contains 2 CSDS plots.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Tuxekan Island, Installation 7, Plot 122",303,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.79218,-133.286,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Combination: drawn from field maps onto TNF DOQQs & used differentially corrected Trimble GPS pts.
"Shaheen, Unit 3, ",302,Unknown,Inactive,U.S. Forest Service,,,Second Growth Management Project (SGMP),55.79232,-133.192,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Border approximate. Contains 2 CSDS plots.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Shaheen, Unit 3, ",300,Unknown,Inactive,U.S. Forest Service,,,Second Growth Management Project (SGMP),55.79263,-133.191,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Border approximate. Contains 2 CSDS plots.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Tuxekan Island, Installation 7, Plot 123",301,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.79274,-133.286,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Combination: drawn from field maps onto TNF DOQQs & used differentially corrected Trimble GPS pts.
"Tuxekan Island, Installation 7, Plot 124",299,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.79334,-133.285,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Combination: drawn from field maps onto TNF DOQQs & used differentially corrected Trimble GPS pts.
