"Limited Access Document: To add information, please make comments. If you have questions about the document, please contact Ella Neumann at eneumann@sitkascience.org Document created using information provided by state and federal agencies, tribes, municipalities, and other organizations throughout Southeast Alaska.

GIS files, .csv files, and other information available on the SSSC Github Page: https://github.com/Sitka-Sound-Science-Center/southeast_monitoring_locations ",,,,NWS Fields,,,,,,,,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,,,,,,,,,,,,,,,
Hoonah RAWS,HONA2,RAWS,Y,321,USFS,57.8,-135.1333,137.16,450,:54,Active,X,X,X,,,,,,X,,,,,,N,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Hoonah,HOOA2,COOP,N,321,,58.1083,-135.4376,15.24,50,,Active,X,,,,,,,,X,X,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Hoonah SNOTEL,HOSA2,SNOTEL,Y,321,NRCS,58.1242,-135.4128,472.44,1550,,Active,,,X,,,,,,X,X,,X,X,,,,,Y,Y,,,,,,,,,,,,,,,,,,
Haines Pass,HPWQ2,Unknown,Y,BC,YAA,59.62182,-136.44297,290.1696,952,,Active,X,X,X,,,,,,X,x,,,,,n,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Harris River at Harris River Campground near Hollis,HRCA2,River gauge,Y,328,USGS,55.468055,-132.85722,97.536,320,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harding River near Wrangell,HRWA2,River Gauge,,329,,56.2133,-131.6367,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard Glacier,HUWA2,Unknown,,53,RFC,60.12,-139.27,1048.512,3440,,Inactive,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawk Inlet FAA,HWIWC,FAA Webcam,Y,325,FAA,58.125,-134.756,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyder,HYDA2,COOP,N,331,Caroline Stewart,55.9152,-130.0269,12.192,40,,Active,X,,,,,,,,X,X,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Harris River Pass FAA,HYLAW,FAA Webcam,Y,328,FAA,55.45857,-132.84369,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icy Bay,ICYA2,MAREX,Y,317,private,59.923,-141.359,3.048,10,,Active,X,X,X,,,,,,,,,,,,,,,Y,,N,Y,N,,,,,,,,,,,,,,,
Indian River at Sitka,IRVA2,River Gage,Y,323,DOI/USGS,57.0533,-135.3144,21.336,70,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iskut River Below Johnson River,ISKQ2,River Gauge,Y,Canadian,Canada,56.738889,-131.673611,45.72,150,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italo River,ITAA2,River Gauge,Y,317,USGS,59.302202,-139.04569,9.144,30,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sitka Ttide guage,ITKA2,NWLON,Y,323,NOS,57.052,-135.342,0,0,every 6 min,Active,X,,,,,,X,,,,X,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,
Juneau Bartlett Hospital,JBHA2,LARC,Y,325,NWS,58.3286,-134.465,39.624,130,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Creek,JDCA2,UCOOP,Y,325,DOI/USGS,58.3631,-134.5797,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juneau AML Dock/Rock Dump,JDKA2,HANDAR,Y,325,NWS,58.289,-134.391,15.24,50,:14/33/54,Active,,,X,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,
Juneau downtown LARC,JDTA2,LARC,Y,325,NWS,58.2989,-134.41069,5.1816,17,,Active,,,,,,,,,x,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,
Juneau Douglas Wasterwater Treatment Plant,JDWA2,COOP,N,325,,58.287222,-134.385278,12.192,40,,Active,,,,,,,,,X,X,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,
Juneau Eaglecrest,JECA2,UCAR,Y,325,Haight & Assoc.,58.26,-134.52,698.2968,2291,:03/33,Active,X,,X,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,
Juneau Federal Building,JFBA2,HANDAR,Y,325,NWS,58.3014,-134.4211,25.908,85,:14/37/54,Active,X,,X,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,
Juneau LARC,JIAA2,LARC,,325,,58.355,-134.575,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juneau Lena Point,JLPA2,COOP,N,325,Carl Dierking,58.3867,-134.7661,6.096,20,,Active,X,,,,,,,,X,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Juneau Library,JLXA2,MAREX,Y,325,Marine Exchange,58.298,-134.405,3.9624,13,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Juneau AML,JMLA2,Unknown,Y,325,Marine Exchange,58.2855,-134.389797,16.764,55,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Juneau Mt. Roberts Tram,JMRA2,UCAR,Y,325,UCAR,58.2971,-134.386,524.256,1720,:03/33,Inactive,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juneau Mile 17,JMSA2,COOP,N,325,,58.403,-134.753,74.676,245,,Inactive,,,,,,,,,,X,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Juneau Downtown,JNAA2,COOP,N,325,KTOO,58.3,-134.415,7.62,25,,Active,X,,,,,,,,X,X,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Juneau Downtown tide guage,JNEA2,NWLON,Y,325,NOS,58.298,-134.412,0,0,:00,Active,X,,X,,,,X,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,
Juneau ANG Dock,JNGA2,MAREX,Y,325,Marine Exchange,58.2905,-134.3941,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juneau Road,JNRA2,RAWS,,325,BLM/USFS,58.3622,-134.5711,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juneau Outer Point,JOPA2,COOP,N,325,,58.2947,-134.6728,7.62,25,,Active,X,,,,,,,,X,X,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Juneau Pedersen Hill,JPDA2,FAA,Y,325,FAA,58.36563,-134.6346,45.72,150,:03/33,Active,,,X,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,
Juneau Runway Central,JRCA2,FAA,Y,325,FAA,58.35592,-134.57471,3.048,10,--,Active,,,X,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
Jordan Creek,JRDA2,River Gauge,Y,325,NWS,58.363889,-134.579722,9.144,30,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juneau Runway East,JREA2,FAA,Y,325,FAA,58.35327,-134.55431,3.048,10,:03/33,Active,,,X,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
Juneau Runway West,JRWA2,FAA,Y,325,FAA,58.3592,-134.597,3.048,10,:04/34,Active,,,X,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
Suicide Basin,JSBA2,Unknown,Y,325,USGS,58.45944,-134.503889,441.96,1450,,Active,X,X,X,,,,,,X,,,,,,N,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Sheep Mountain,JSMA2,UCAR,Y,325,UCAR,58.286667,-134.264444,1033.272,3390,:03 every 5 min,Active,x,,X,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,
Mt. Roberts Tram (CBJ) ,JTMA2,Unknown,Y,325,CBJ/AEL&P,58.2971,-134.386,529.1328,1736,,Active,X,X,X,,,,,,X,X,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Lena Point,JUNA2,Unknown,,325,,58.3083,-134.4153,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juneau Riverbend School,JUNEU,Unknown,,325,Private,,,,,:14/29/44/59,Inactive,X,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadashan River near Tenakee Springs,KADA2,River Gauge,,321,DOI/USGS,57.6628,-135.185,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kake2,KAKA2,Unknown,,327,,56.95,-133.7667,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kake,KAWA2,UCOOP,,327,NWS,56.9308,-135.1333,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffman Cove FAA,KCCWC,FAA Webcam,Y,328,FAA,56.00618,-132.815,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klawock Hwy at Control Lake,KCLA2,RWIS,Y,328,AKDOT,55.6957,-132.8779,137.16,450,,Active,X,X,X,X,,,,,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Ketchikan Lake,KDLA2,Dam level,Y,330,KPU,55.3599,-131.6216,107.8992,354,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketchikan Tide Gauge,KECA2,NWLON,Y,330,NOS,55.333,-131.625,0,0,:00,Active,X,,X,,,,X,,,,X,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,
Plog,KETA2,RAWS,N, ,,55.8833,-133.0833,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketchikan Harbor,KEXA2,Unknown,Y,330,Marine Exchange,55.351573,-131.6839,4.572,15,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Helm Bay,KHKA2,RAWS,N,330,USFS,55.666667,-131.983333,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kake,KKEA2,RAWS,Y,327,USFS,56.9739,-133.66,121.0056,397,,Active,X,X,X,,,,,,X,,,,,,N,,http://raws.wrh.noaa.gov/cgi-bin/roman/meso_base.cgi?stn=KKEA2&time=GMT,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Kakuhan Creek near Haines,KKHA2,River Gage,N,319,USGS,59.005278,-135.183889,,,,Inactive,X,,X,,,,,,X,,,,,,,,only observed stages,,,,,,,,,,,,,,,,,,,,
Klondike Highway at Border,KLNA2,RWIS,Y,318,AK DOT,59.6287,-135.1645,979.0176,3212,,Active,X,X,X,,,,,,,,,,,,,,,Y,N,Y,Y,Y,,,,,,,,,,,,,,,
Klehini R NR Klukwan,KLRA2,River Gage,Y,319,USGS,59.4127,-135.9987,60.0456,197,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis,KLWA2,COOP,N,328,,55.4833,-132.6667,4.572,15,,Active,X,,,,,,,,X,X,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Kensington Mine Ridge,KMRA2,Unknown,Y,325,Private,58.8458,-135.06148,690.9816,2267,,Active,X,X,X,,,,,,,X,,,,,,,,Y,,Y,Y,N,,,,,,,,,,,,,,,
Kensington Mine Valley,KMVA2,Unknown,Y,325,Private,58.8451,-135.05014,303.5808,996,,Active,X,X,X,,,,,,X,X,,,,,N,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Ketchikan Powerhouse,KPHA2,River Gauge,Y,330,KPU,55.343734,-131.632676,30.48,100,,Active,,,,,,,,,X,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,
Kahtaheena River above Upper Falls near Gustavus,KRGA2,River Gage,N,320,,58.4217,-135.6003,,,,Inactive,,,,,,,,,,,,,,,,,only observed stages,,,,,,,,,,,,,,,,,,,,
Kadashan River near Tenakee,KRTA2,UCOOP,N,321,DOI/USGS,57.6628,-135.185,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketchikan 10N (13N),KTAA2,COOP,N,330,COOP,55.453,-131.8188,89.916,295,,Active,X,,,,,,,,X,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Thorne Bay FAA,KTBWC,FAA Webcam,Y,328,FAA,55.68596,-132.5287,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaver Falls,KTNA2,COOP,Y,330,KPU,55.38019,-131.4709,21.9456,72,,Active,X,,,,,,,,X,X,,,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Minx Island FAA,KTNBW,FAA Webcam,Y,36,FAA,55.14275,-131.2171,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin Island FAA,KTNCW,FAA Webcam,Y,36,FAA,55.38303,-131.26648,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kassan FAA,KXAWC,FAA Webcam,Y,328,FAA,55.53953,-132.40361,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Grace Pass,LASA2,SNOCOR,N, ,USDA/NRCS,55.6667,-131.1,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lituya Bay, Glacier Bay ",LBWA2,RAWS,Y,322,NPS,58.627,-137.658,4.572,15,,Active,X,X,X,,,,,,X,X,,,,,N,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Lake Connell Dam,LCDA2,Dam level,Y,330,Ward Cove Group,55.4311,-131.671667,64.9224,213,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Rock Lighthouse,LCNA2,HANDAR,Y,36,NWS,56.057,-132.696,9.144,30,:00,Active,X,X,X,,,,X,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Camp 17 at Lemon Glaicer,LGCA2,Unknown,Y,325,UAS,58.367436,-134.365805,1264.92,4150,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Little Island,LIXA2,Unknown,Y,13,Marine Exchange,58.540085,-135.047149,3.048,10,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Long Lake,LLKA2,SNOTEL,Y,325,USDA/NRCS,58.186,-133.8322,249.936,820,,Active,X,X, ,,,,,,X,X,,,,,Y,,,Y,Y,Y, ,,,,,,,,,,,,,,,,
Lemon Creek,LMCA2,River Gage,Y,325,DOI/USGS,58.39166666,-134.4588888,203.9112,669,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemesurier Island SW CWOP,LMIA2,CWOP,Y,21,Private,58.258,-136.094,20.1168,66,,Active,X,X,X,,,,X,X,x,,,,,,n,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Juneau Lemon Creek,LMNA2,PROFILER,Y,325,Haight & Assoc.,58.3561,-134.5081,9.144,30,:04/24/44,Active,X,X,X,,,,X,, ,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Lost Lake,LOSA2,SNOCOR,N, ,USDA/NRCS,55.65,-131.2167,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Port Walter,LPWA2,Cambell,Y,323,NOAA/NMFS,56.388,-134.637,2.4384,8,,Active,X,X,X,,,,X,,,,,,,,N,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Leask Creek,LSCA2,River Gage,Y,330,DOI/USGS,55.51944,-131.52277,60.96,200,,Active,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level Island FAA,LVDWC,FAA Webcam,Y,35,FAA,56.46743,-133.08304,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp 18 at Vaughn Lewis Ice Fall,LVIA2,Unknown,Y,325,UAS,58.835,-134.2766,1676.4,5500,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Maybeso Creek,MABA2,River Gauge,Y,328,DOI/USGS,55.4906,-132.6753,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayflower Island,MAYA2,HANDAR,Y,325,NWS,58.28,-134.38,,,,Inactive,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,
Montana Creek,MCAA2,River Gage,Y,325,NWS,58.398056,-134.609444,14.0208,46,,Active,,,,,,,,,X,,,,,,N,,,Y,Y,,,,,,,,,,,,,,,,,,
AK Metlakatla 6 S NOAA/NWS Annette Island 6 S AK,META2,CRN,Y,332,NWS,55.0455,-131.5877,30.7848,101,,Active,X,X,X,,,,,,X,,,,,,Y,,,Y,Y,Y,N,Y,,,,,,,,,,,,,,,
Mitkof Highway Petersburg CWOP,MHPA2,Davis,Y,326,Private,56.7005,-132.93683,18.5928,61,,Active,X,X,X,,,,,,X,,,,,,Y,,,Y,Y,Y,N,Y,,,,,,,,,,,,,,,
Mint Creek Ridge,MINA2,River Gage,N, ,,55.6333,-131.2167,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midway Island,MIXA2,MAREX,Y,31,Marine Exchange,57.837,-133.814,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Juneau,MJWA2,Unknown,Y,325,UAS,58.3204,-134.4331,741.8832,2434,,Active,X,X,X,,,,,,X,X,,,,,N,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Mendenhall River Bridge,MNBA2,River Gage,N,325,NWS,58.404167,-134.584444,,,,Inactive,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
Mendenhall Lake,MNDA2,River Gauge,Y,325,DOI/USGS,58.429722,-134.572778,46.0248,151,,Active,X,,,,,,,,X,,,,,,N,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Moore Creek Bridge,MREA2,SNOTEL,Y,318,NRCS,59.59,-135.21,684.8856,2247,,Active,X,,,,,,,,X,X,,,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Marmion Island,MRNA2,Unknown,Y,31,Marine Exchange,58.198,-134.257,2.7432,9,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,N,,,,,,,,,,,,,,,
Mount Riley Weather Station,MRWA2,Unknown,Y,319,AK DGGS,59.2156,-135.4116,314.2488,1031,,Active,x,x,x,,,,x,,x,x,,,,,y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Mary Island,MRYA2,Fixed Structure Weather Station,Y,325,Marine Exchange,55.099,-131.182,3.9624,13,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,N,,,,,,,,,,,,,,,
Middle Basin Creek near Tenakee Springs,MTKA2,UCOOP,,321,COOP,57.6925,-135.2017,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendenhall valley,MVXA2,Unknown,Y,325,Marine Exchange,58.364197,-134.606039,7.62,25,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
METLAKATLA CWOP,MWSA2,DAVIS,Y,332,Private,55.0452,-131.587,32.004,105,,Active,X,X,X,,,,X,X,X,,,,,,,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
MXAK Office,MXXA2,Unknown,Y,325,Marine Exchange,58.301179,-134.42553,6.096,20,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Juneau N. Douglas Prof ,NDIA2,PROFILER,Y,325,Haight & Assoc.,58.3367,-134.5629,44.8056,147,:02/22/42,Active,X,X,X,,,,,, ,,,,,,,,,Y,,Y,Y,N,,,,,,,,,,,,,,,
Nugget Creek near Auke Bay,NGTA2,UCOOP,,325,,58.4236,-134.5236,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juneau N. Douglas Highway,NHDA2,RWIS,Y,325,AK DOT,58.3329,-134.5023,21.336,70,M,Active,X,X,X,,,,,, ,,,,,,,,http://www.dot.state.ak.us/iways/roadweather/forms/SiteSum.html?areaId=8&perspectiveId=1&siteId=34,Y, ,Y,Y,Y,,,,,,,,,,,,,,,
Naked Island,NKXA2,Unknown,Y,13,Marine Exchange,58.2553,-134.944866,3.048,10,,Active,X,X,X,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Not active,not in NWSLI,, ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staney Creek near Klawock NF,NSKA2,COOP,,328,,55.7328,-132.9672,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophir Creek near Yakutat,OCYA2,COOP,,317,,59.5239,-139.7436,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Tom Creek near Kasaan,OTCA2,River Gage,Y,328,USGS,55.395556,-132.406944,3.048,10,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Alexander,PAAP,COOP,N,327,FAA/Observer,56.246667,-134.646667,0.9144,3,VAR,Active,X,,,,,,,,X,X,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Elfin Cove Seaplane Base,PAEL,A-PAID,Y,322,FAA/Observer,58.19467,-136.346629,0,0,:00,Active,X,X,X,X,X,X,,X,,,X,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Kake Seaplane Base,PAFE,AWOS III,Y,327,SOC,56.964,-133.913,0,0,:16/36/56,Active,X,X,X,X,X,X,,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Angoon Seaplane Base,PAGN,AWOS,Y,324,SOC,57.504,-134.585,0,0,:53,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Gustavus Airport,PAGS,AWOS,Y,320,SOC,58.41667,-135.7,9.144,30,:16/36/56,Active,X,X,X,X,X,X,,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Skagway Airport,PAGY,ASOS ,Y,318,AOMC,59.4544,-135.3263,6.4008,21,:53,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Haines Airport,PAHN,ASOS ,Y,319,AOMC,59.2429,-135.5114,4.8768,16,:54,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Hydaburg Airport,PAHY,AWOS,Y,328,SOC,55.2,-132.81,0,0,:16/36/56,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Juneau WFO,PAJK,HANDAR,Y,325,NWS,58.4,-134.57,26.8224,88,:14/34/56,Active,X,X,X,,,,X,,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Juneau Airport,PAJN,ASOS ,Y,325,AOMC/OBS,58.355,-134.576,7.0104,23,:53,Active,X,X,X,X,X,X,X,X,X,X,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Ketchikan Airport,PAKT,ASOS ,Y,330,OBS/AOMC,55.348,-131.702,28.956,95,:53,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Klawock Airport,PAKW,ASOS ,Y,328,AOMC,55.5839,-133.067,14.9352,49,:53,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Middleton Island,PAMD,AWOS,Y,52,SOC,59.44,-146.33,14.0208,46,:16/36/56,Active,X,X,X,X,X,,X,X,,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Metlakatla,PAMM,AWOS,Y,332,SOC,55.131,-131.578,0,0,:16/36/56,Active,X,X,X,X,X,,X,X,,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Annette/WSO,PANT,ASOS-WSO,Y,332,WSO ANN/AOMC,55.04,-131.57,34.1376,112,:53,Active,X,X,X,X,X,X,X,X,X,X,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Hoonah Seaplane Base,PAOH,AWOS III,Y,321,SOC,58.097,-135.414,0,0,:56,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Petersburg Airport,PAPG,AWOS III,Y,326,OBS/SOC,56.8017,-132.9453,14.9352,49,:16/36/56,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Sitka Airport,PASI,ASOS ,Y,323,AOMC,57.048,-135.3647,20.1168,66,:53,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Wrangell Airport,PAWG,AWOS III,Y,329,OBS/SOC,56.4833,-132.36667,13.1064,43,:16/36/56,Active,X,X,X,X,X,X,X,X,X,,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Point Arden,PAXA2,Unknown,Y,31,Marine Exchange,58.1593,-134.1779,18.8976,62,,Active,X,X,X,,,,X,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Yakutat Airport,PAYA,ASOS-WSO,Y,317,NWS,59.51667,-139.66667,9.144,30,:53,Active,X,X,X,X,X,X,X,X,X,X,,,,,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Point Bishop,PBPA2,HANDAR,Y,31,NWS,58.203,-134.148,0,0,:00,Active,X,X,X,,,,X,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,,,,,,,,,
Craig Seaplane Base,PCGA,Unknown,N,328,,55.478382,-133.14616,,,,Inactive,,,,,,,,,,,,,,,,,http://www.wxqa.com/,,,,,,,,,,,,,,,,,,,,
Point Craven,PCXA2,MAREX,Y,32,Marine Exchange,57.463,-134.867,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelican,PECA2,COOP,N,322,John Hafendorfer,57.9577,-136.2213,13.716,45,,Active,X,,,,,,,,X,X,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
Peterson Creek near Auke Bay,PEKA2,COOP,,325,,58.2833,-134.665,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelican CWOP,PELA2,CWOP,Y,322,Private,57.92,-136.167,9.4488,31,,Active,X,X,X,,,,x,x,X,,,,,,n,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,
Pillar Rock,PEWA2,Unknown,Y,33,NWS,56.56667,-134.3325,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelican Marine Exchange,PEXA2,MAREX,Y,322,Marine Exchange,57.958,-136.227,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
